ID,NAME
750,Binchou-tan
751,Bomberman_Jetters
752,Osakana_wa_Ami_no_Naka
753,Chijoku_Shinsatsushitsu
754,Yuki_no_Joou
755,Boku_no_Sexual_Harassment
756,School_Days_ONA
757,Kaze_wo_Mita_Shounen
758,RahXephon__Pluralitas_Concentio
759,Tokyo_Godfathers
760,Tenjou_Tenge__The_Past_Chapter
761,Naruto__Akaki_Yotsuba_no_Clover_wo_Sagase
762,Bleach__Memories_in_the_Rain
763,Zoids
764,Zoids_Shinseiki_Zero
765,Chou_Henshin_Cosprayers_Specials
766,Kishin_Houkou_Demonbane
767,Burn_Up
769,Burn_Up_W
770,Pale_Cocoon
771,Ginyuu_Mokushiroku_Meine_Liebe_Wieder
773,Tenamonya_Voyagers
776,Nanaka_6_17
777,Hellsing_Ultimate
779,Detective_Conan_Movie_01__The_Timed_Skyscraper
780,Detective_Conan_Movie_02__The_Fourteenth_Target
781,Detective_Conan_Movie_03__The_Last_Wizard_of_the_Century
782,Gasaraki
783,Miami_Guns
785,Otaku_no_Video
786,Pugyuru
788,Eiken__Eikenbu_yori_Ai_wo_Komete
789,Shinigami_no_Ballad
790,Ergo_Proxy
791,Arion
792,Ranma_½__Kessen_Tougenkyou_Hanayome_wo_Torimodose
793,xxxHOLiC_Movie__Manatsu_no_Yoru_no_Yume
795,Oniisama_e
796,Mahoujin_Guru_Guru_Movie
797,Hanaukyou_Maid-tai_OVA
798,Yomigaeru_Sora__Rescue_Wings
799,Kokoro_Toshokan
800,NieA_Under_7
801,Ghost_in_the_Shell__Stand_Alone_Complex_2nd_GIG
807,Tsubasa_Chronicle__Tori_Kago_no_Kuni_no_Himegimi
808,Bakuretsu_Hunters_OVA
810,Android_Ana_Maico_2010
811,Is_Pure
812,Chikyuu_Shoujo_Arjuna
813,Dragon_Ball_Z
814,Prince_of_Tennis__Atobes_Gift
815,Prince_of_Tennis__The_Two_Samurai_The_First_Game
816,Nanako_Kaitai_Shinsho
817,Tactical_Roar
818,Sakura_Tsuushin
819,Boku_wa_Imouto_ni_Koi_wo_Suru
820,Ginga_Eiyuu_Densetsu
821,Initial_D_Battle_Stage
822,Initial_D_Extra_Stage
823,Virgin_Night
824,Guardian_Hearts
825,King_of_Fighters__Another_Day
827,Uba
828,Jinshin_Yuugi
830,Sexfriend
831,Chicchana_Yukitsukai_Sugar
832,Ginsoukikou_Ordian
833,Choujuushin_Gravion
834,Bleach__The_Sealed_Sword_Frenzy
835,Sister_Princess__Re_Pure
836,Sister_Princess
837,Kyou_no_5_no_2
838,Narutaru__Mukuro_Naru_Hoshi_Tama_Taru_Ko
839,Samurai_Spirits_2__Asura_Zanmaden
840,Narue_no_Sekai
841,Colorful
842,Ushio_to_Tora
844,Konjiki_no_Gash_Bell__101_Banme_no_Mamono
845,Kiba
846,School_Rumble_Ni_Gakki
848,Jinki_Extend_OVA
849,Suzumiya_Haruhi_no_Yuuutsu
850,Gakuen_Heaven
851,Kyou_kara_Ore_wa
852,Gokinjo_Monogatari
853,Ouran_Koukou_Host_Club
854,Soul_Link
855,Strawberry_Panic
856,Utawarerumono
857,Air_Gear
858,Gunparade_Orchestra
859,Digimon_Savers
860,Makai_Senki_Disgaea
861,xxxHOLiC
863,Joshikousei__Girls_High
864,Mobile_Suit_Gundam_Seed_MSV_Astray
865,Kikou_Senki_Dragonar
866,Slayers_Premium
867,Slayers_Gorgeous
868,Slayers_Great
869,Slayers_Return
870,Dragon_Half
872,Mahou_Shoujo-tai_Arusu
873,hack__Roots
874,Digimon_Tamers
875,Mind_Game
876,Street_Fighter_II_V
877,Nana
878,Zegapain
879,Simoun
880,Aa_Megami-sama__Sorezore_no_Tsubasa
881,Green_Green_OVA
882,Yuu☆Yuu☆Hakusho_Movie
883,Yuu☆Yuu☆Hakusho__Meikai_Shitou-hen_-_Honoo_no_Kizuna
884,Shin_Angyo_Onshi
885,Tenshi_no_Tamago
886,Amaenaide_yo_Katsu
887,Megami_Kouhosei_Special_Curriculum
888,Megami_Kouhosei
889,Black_Lagoon
890,Yuusha-Ou_GaoGaiGar
891,Dragon_Ball_Movie_2__Majinjou_no_Nemuri_Hime
892,Dragon_Ball_Movie_3__Makafushigi_Daibouken
893,Dragon_Ball_Movie_4__Saikyou_e_no_Michi
894,Dragon_Ball_Z_Movie_01__Ora_no_Gohan_wo_Kaese
895,Dragon_Ball_Z_Movie_02__Kono_Yo_de_Ichiban_Tsuyoi_Yatsu
896,Dragon_Ball_Z_Movie_03__Chikyuu_Marugoto_Choukessen
897,Dragon_Ball_Z_Movie_04__Super_Saiyajin_da_Son_Gokuu
898,Dragon_Ball_Z_Movie_05__Tobikkiri_no_Saikyou_tai_Saikyou
